job_grouped,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,nr_employed,y,date,latitude,longitude,id_,year,age_iterative,euribor3m_iterative,Income,Kid_Home,Teen_Home,Dt_Customer,Num_Web_Visits_Month,Join_Year,Customer_tenure_days,Customer_tenure_years,High_web_visit_flag,Web_engagement_score,Web_visit_intensity,Tenure_vs_campaign_effort,duration_norm,Engagement_score_total,Overall_interaction_score,Contact_effort_ratio,Avg_duration_per_contact,Web_activity_per_contact
administrative,married,university degree,0.0,1.0,1.0,cellular,84,13,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-05-12,29.338,-81.84,c6a81724-8921-4416-a13f-9fde2356b3ec,2016,24.0,5.0,79072,0,2,2012-03-09,21,2012,1525.0,4.178082191780822,0,0.6451612903225806,5.026229508196721,3.1114754098360655,0.01708011386742578,0.6622414041900064,3.7737168140260717,13.0,6.461538461538462,1.6153846153846154
technical,divorced,professional course,0.0,1.0,1.0,cellular,547,2,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-02-24,44.457,-109.387,848c3347-36b9-4663-ad08-bf3543a34e00,2017,39.559022496750885,3.638412876622374,166144,0,0,2012-05-01,10,2012,1760.0,4.821917808219178,0,0.2903225806451613,2.0738636363636367,0.4147727272727273,0.11122407482716551,0.4015466554723268,0.8163193827450541,2.0,273.5,5.0
administrative,married,high school,0.0,1.0,0.0,telephone,103,5,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-01-06,30.647,-88.821,6436fdcc-a068-43e8-a799-9836c3ffa629,2016,27.0,5.0,128228,1,0,2012-11-23,14,2012,1139.0,3.1205479452054794,0,0.41935483870967744,4.486391571553995,1.6022827041264267,0.020943472956486377,0.4402983116661638,2.0425810157925905,5.0,20.6,2.8
manual,married,basic 6y,0.0,0.0,0.0,cellular,236,5,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-01-23,33.947,-112.085,323743b9-fce7-4cd6-b5d8-a5fe6bd264e8,2016,26.0,5.0,116749,1,0,2012-12-04,11,2012,1145.0,3.136986301369863,0,0.3225806451612903,3.506550218340611,1.5938864628820961,0.04798698657991053,0.37056763174120083,1.964454094623297,5.0,47.2,2.2
technical,married,basic 9y,0.0,1.0,0.0,telephone,71,3,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-12-02,36.035,-110.053,c7a9109d-a18a-492a-9647-1a60092fc9ef,2017,32.0,5.0,8392,0,0,2012-05-18,32,2012,2024.0,5.545205479452055,1,1.0,5.770750988142292,0.5410079051383399,0.014436762911752745,1.0144367629117528,1.5554446680500926,3.0,23.666666666666668,10.666666666666666
administrative,divorced,university degree,0.0,0.0,0.0,telephone,192,5,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-10-15,38.383,-90.002,16e1fa90-8d00-4315-8cda-a523fa9ef2d1,2017,40.0,5.0,99788,2,2,2012-04-21,4,2012,2003.0,5.487671232876712,0,0.0967741935483871,0.7289066400399401,0.9111333000499251,0.03904026026840179,0.1358144538167889,1.046947753866714,5.0,38.4,0.8
technical,single,basic 6y,0.0,1.0,0.0,cellular,476,3,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-09-13,31.821,-99.102,17a80f59-824b-4880-b028-176a72d9e586,2016,29.0,5.0,110263,2,0,2012-11-25,6,2012,1388.0,3.802739726027397,0,0.16129032258064516,1.5778097982708934,0.7889048991354467,0.09678731191541277,0.2580776344960579,1.0469825336315046,3.0,158.66666666666666,2.0
manual,divorced,basic 9y,0.0,0.0,0.0,cellular,50,4,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2019-07-20,38.003,-102.03,b16c3ce2-bde3-48e9-aaea-2383ebf967e1,2019,40.0,5.0,151537,1,2,2012-03-27,4,2012,2671.0,7.317808219178082,0,0.0967741935483871,0.5466117558966679,0.5466117558966679,0.010166734444896299,0.10694092799328339,0.6535526838899512,4.0,12.5,1.0
technical,single,high school,0.0,0.0,0.0,cellular,54,29,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2018-06-20,44.757,-85.401,3518a3a9-fd4d-4717-a8b4-3f3425051409,2018,29.0,5.0,91745,1,0,2012-06-17,11,2012,2194.0,6.010958904109589,0,0.3225806451612903,1.8299908842297172,4.8245214220601635,0.010980073200488003,0.3335607183617783,5.158082140421942,29.0,1.8620689655172413,0.3793103448275862
administrative,married,high school,0.0,0.0,0.0,cellular,42,3,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2015-07-17,25.161,-105.886,bc49bd93-2c58-492e-a553-0613db37984e,2015,44.0,5.0,177582,1,2,2012-02-25,2,2012,1238.0,3.3917808219178083,0,0.03225806451612903,0.5896607431340872,0.8844911147011308,0.00854005693371289,0.04079812144984192,0.9252892361509728,3.0,14.0,0.6666666666666666
not_working,married,basic 4y,0.0,0.0,0.0,cellular,57,4,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2019-06-03,25.139,-73.061,2897cb35-f118-4cb1-bdfd-0d80d11b63b4,2019,56.0,3.9113507815603654,11340,0,0,2012-09-22,3,2012,2445.0,6.698630136986301,0,0.06451612903225806,0.44785276073619634,0.5971370143149285,0.011590077267181781,0.07610620629943984,0.6732432206143684,4.0,14.25,0.75
manual,single,basic 9y,,0.0,1.0,telephone,70,3,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2018-07-31,46.619,-85.1,feabcc79-72fa-4d0c-a545-3b05a48ada52,2018,31.0,5.0,20081,0,0,2012-03-09,27,2012,2335.0,6.397260273972603,1,0.8387096774193549,4.220556745182012,0.4689507494646681,0.014233428222854819,0.8529431056422097,1.3218938551068777,3.0,23.333333333333332,9.0
manual,married,basic 4y,0.0,0.0,1.0,cellular,265,3,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-12-07,25.81,-98.206,9b7922dd-0dd5-4077-ab36-2c54f0ffb2d1,2017,58.0,5.0,100471,2,2,2012-09-01,7,2012,1923.0,5.2684931506849315,0,0.1935483870967742,1.328653146125845,0.5694227769110765,0.053883692557950384,0.24743207965472458,0.816854856565801,3.0,88.33333333333333,2.3333333333333335
technical,married,high school,,1.0,0.0,cellular,117,2,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-02-28,47.328,-108.485,6662b3cf-918d-4b1d-bb87-26be6c877401,2016,52.0,5.0,141023,2,0,2012-09-07,22,2012,1269.0,3.4767123287671233,0,0.6774193548387096,6.327817178881008,0.5752561071710007,0.02379015860105734,0.701209513439767,1.2764656206107676,2.0,58.5,11.0
management,married,university degree,0.0,,,cellular,430,4,999,0,nonexistent,1.4,93.9,-42.7,5228,yes,2017-04-07,31.742,-94.588,a7e3881d-2bd4-44e5-b8ae-e6c477994072,2017,42.0,5.0,117560,1,2,2012-10-25,6,2012,1625.0,4.4520547945205475,0,0.16129032258064516,1.3476923076923077,0.8984615384615385,0.08743391622610817,0.24872423880675332,1.1471857772682919,4.0,107.5,1.5
technical,divorced,high school,0.0,0.0,0.0,cellular,202,3,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-12-25,31.62,-80.396,17c5ca7e-0651-4b8a-b46d-1dab1bf7246b,2016,47.0,5.0,147668,2,0,2012-03-22,8,2012,1739.0,4.764383561643836,0,0.22580645161290322,1.6791259344450833,0.6296722254169063,0.04107360715738105,0.26688005877028426,0.8965522841871905,3.0,67.33333333333333,2.6666666666666665
technical,single,university degree,0.0,0.0,0.0,cellular,537,2,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2018-07-23,37.88,-107.595,1ed55843-acb2-434d-83ca-0952beb31691,2018,39.559022496750885,3.638412876622374,68267,2,1,2012-06-21,10,2012,2223.0,6.090410958904109,0,0.2903225806451613,1.6419253261358526,0.3283850652271705,0.10919072793818625,0.39951330858334755,0.727898373810518,2.0,268.5,5.0
administrative,married,high school,0.0,0.0,1.0,cellular,219,6,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-12-25,45.646,-76.718,d7a8f7fe-ff31-46c6-a547-4f320199ad08,2016,42.0,5.0,157412,0,2,2012-12-06,15,2012,1480.0,4.054794520547945,0,0.45161290322580644,3.699324324324324,1.4797297297297296,0.04453029686864579,0.49614320009445223,1.975872929824182,6.0,36.5,2.5
manual,married,basic 4y,0.0,1.0,0.0,telephone,48,6,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2015-05-04,46.434,-103.878,62821f2f-1c08-4ae3-9655-a6091aacd759,2015,40.32755461511667,5.0,66261,1,0,2012-07-23,8,2012,1015.0,2.780821917808219,0,0.22580645161290322,2.876847290640394,2.1576354679802954,0.009760065067100447,0.23556651668000367,2.393201984660299,6.0,8.0,1.3333333333333333
not_working,married,basic 4y,,,,cellular,143,4,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-07-09,44.085,-77.426,6c94023a-1c02-4917-95fc-de0cf8ceed7d,2016,52.0,5.0,147035,0,2,2012-01-19,28,2012,1633.0,4.473972602739726,1,0.8709677419354839,6.258420085731782,0.8940600122473974,0.029076860512403414,0.9000446024478873,1.7941046146952848,4.0,35.75,7.0
manual,married,high school,0.0,1.0,1.0,cellular,241,3,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-10-19,46.771,-78.089,a8cd8c28-2243-473d-ace2-16b1bceab044,2017,41.0,5.0,73039,1,0,2012-01-23,23,2012,2096.0,5.742465753424658,0,0.7096774193548387,4.005248091603053,0.5224236641221374,0.04900366002440016,0.7586810793792389,1.2811047435013763,3.0,80.33333333333333,7.666666666666667
technical,married,high school,0.0,0.0,0.0,cellular,63,4,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-11-06,32.224,-101.702,bff9b747-e94c-42be-953e-1b7b918a95fe,2016,49.0,5.0,139880,0,2,2012-04-25,9,2012,1656.0,4.536986301369863,0,0.25806451612903225,1.983695652173913,0.8816425120772947,0.012810085400569337,0.2708746015296016,1.1525171136068963,4.0,15.75,2.25
technical,married,university degree,0.0,1.0,0.0,cellular,357,7,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2018-03-09,31.403,-84.805,3f3a0754-e917-408e-bcf9-0c353ffa4acb,2018,32.0,5.0,55007,0,0,2012-01-30,13,2012,2230.0,6.109589041095891,0,0.3870967741935484,2.1278026905829597,1.1457399103139012,0.07259048393655958,0.45968725813010797,1.6054271684440091,7.0,51.0,1.8571428571428572
management,single,high school,0.0,1.0,1.0,cellular,21,20,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-10-10,37.217,-101.6,2c3ef596-3358-4ad1-9b9f-5827ee8355dc,2017,41.0,5.0,32801,0,1,2012-03-15,18,2012,2035.0,5.575342465753424,0,0.5483870967741935,3.2285012285012287,3.5872235872235874,0.004270028466856445,0.5526571252410499,4.139880712464637,20.0,1.05,0.9
management,married,university degree,,0.0,1.0,cellular,13,2,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2015-10-30,26.361,-108.265,c42351c7-f86a-43b5-9e66-c1093aaf3936,2015,44.0,5.0,50748,2,0,2012-03-14,9,2012,1325.0,3.6301369863013697,0,0.25806451612903225,2.479245283018868,0.5509433962264151,0.0026433509556730377,0.2607078670847053,0.8116512633111204,2.0,6.5,4.5
technical,single,high school,0.0,1.0,0.0,telephone,32,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2018-05-29,43.191,-69.093,7464ef67-dd9e-4f86-947b-8048c1d63d95,2018,39.559022496750885,3.638412876622374,108650,0,1,2012-12-01,10,2012,2005.0,5.493150684931507,0,0.2903225806451613,1.8204488778054861,0.18204488778054861,0.0065067100447336315,0.29682929068989494,0.47887417847044356,1.0,32.0,10.0
technical,married,high school,0.0,0.0,0.0,cellular,73,4,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-09-13,34.382,-98.173,df6234a4-8c31-4370-81d0-cf5daba0a64d,2016,51.0,5.0,128412,0,2,2012-12-14,28,2012,1369.0,3.750684931506849,1,0.8709677419354839,7.465303140978817,1.0664718772826882,0.014843432289548597,0.8858111742250325,1.9522830515077207,4.0,18.25,7.0
technical,single,high school,0.0,1.0,0.0,cellular,148,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-05-21,29.633,-99.56,ffc75eb6-3fac-4538-826d-4d299d9bb88f,2016,27.0,5.0,137177,0,1,2012-04-29,16,2012,1483.0,4.063013698630137,0,0.4838709677419355,3.937963587322994,0.24612272420768713,0.030093533956893046,0.5139645016988286,0.7600872259065157,1.0,148.0,16.0
technical,single,high school,0.0,1.0,0.0,cellular,46,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2019-05-19,29.599,-102.725,5dcb95ab-4241-4b21-ac8c-c4c84b647757,2019,27.0,5.0,16328,0,2,2012-10-25,8,2012,2397.0,6.567123287671233,0,0.22580645161290322,1.2181894034209428,0.15227367542761786,0.009353395689304595,0.23515984730220782,0.3874335227298257,1.0,46.0,8.0
manual,divorced,basic 6y,,0.0,1.0,cellular,53,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-12-01,37.922,-101.629,794c178c-2c70-4169-a9ef-e431263d1997,2017,43.0,5.0,29604,1,1,2012-11-20,31,2012,1837.0,5.032876712328767,1,0.967741935483871,6.1594991834512784,0.19869352204681545,0.010776738511590077,0.9785186739954611,1.1772121960422766,1.0,53.0,31.0
manual,married,basic 4y,0.0,1.0,0.0,cellular,119,5,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2019-09-10,28.735,-91.341,f8b238d9-1b21-435a-a2f4-c57394bec41b,2019,56.0,5.0,18472,2,0,2012-04-15,8,2012,2704.0,7.4082191780821915,0,0.22580645161290322,1.0798816568047338,0.6749260355029586,0.024196827978853194,0.2500032795917564,0.924929315094715,5.0,23.8,1.6
manual,single,basic 6y,0.0,1.0,0.0,cellular,92,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2018-08-16,43.732,-121.966,bd041fbe-ddea-4738-8b39-1abefd590274,2018,29.0,3.4631217494441535,128447,2,0,2012-03-09,28,2012,2351.0,6.441095890410959,1,0.8709677419354839,4.347086346235645,0.15525308379413016,0.01870679137860919,0.8896745333140931,1.0449276171082231,1.0,92.0,28.0
manual,married,basic 6y,0.0,,,cellular,226,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2019-10-30,33.331,-116.38,cae76b8e-fac1-47ab-859e-9b32e3743685,2019,38.0,5.0,104244,2,1,2012-05-18,19,2012,2721.0,7.454794520547945,0,0.5806451612903226,2.5486953325983097,0.13414185961043734,0.045953639690931275,0.6265988009812539,0.7607406605916912,1.0,226.0,19.0
technical,single,university degree,0.0,0.0,1.0,cellular,200,2,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2019-10-26,37.679,-100.502,e008738e-19ba-4fdd-8f4c-9c4bd1bf113f,2019,27.0,5.0,27165,0,2,2012-08-12,12,2012,2631.0,7.208219178082191,0,0.3548387096774194,1.6647662485746866,0.27746104142911443,0.040666937779585195,0.39550564745700456,0.672966688886119,2.0,100.0,6.0
technical,divorced,high school,0.0,0.0,0.0,cellular,42,24,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2018-04-14,29.951,-100.672,741fc714-ef51-49c6-a962-5a49db5279f4,2018,47.0,5.0,118715,1,2,2012-05-01,25,2012,2174.0,5.956164383561644,0,0.7741935483870968,4.197332106715732,4.029438822447102,0.00854005693371289,0.7827336053208096,4.812172427767912,24.0,1.75,1.0416666666666667
technical,divorced,high school,0.0,0.0,1.0,cellular,187,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-05-23,42.345,-115.008,81d82bce-6a54-4071-86f7-605e50a093dc,2017,39.0,5.0,133329,2,0,2012-06-17,26,2012,1801.0,4.934246575342466,1,0.8064516129032258,5.26929483620211,0.20266518600777345,0.03802358682391216,0.8444751997271379,1.0471403857349113,1.0,187.0,26.0
technical,divorced,high school,0.0,0.0,1.0,cellular,208,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2019-12-11,36.168,-123.473,3d4b533f-d9fe-445d-ac62-9516cf1664aa,2019,39.0,5.0,166115,0,1,2012-02-09,25,2012,2862.0,7.841095890410959,0,0.7741935483870968,3.1883298392732353,0.1275331935709294,0.0422936152907686,0.8164871636778653,0.9440203572487947,1.0,208.0,25.0
administrative,married,high school,0.0,0.0,0.0,cellular,125,2,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2018-08-05,39.529,-98.395,33fa74ae-0c65-42f2-ae69-be50d5e7b8ad,2018,26.0,3.413318523653463,29178,2,1,2012-05-20,7,2012,2268.0,6.213698630136986,0,0.1935483870967742,1.1265432098765433,0.3218694885361552,0.02541683611224075,0.21896522320901493,0.5408347117451702,2.0,62.5,3.5
management,married,professional course,0.0,0.0,0.0,cellular,162,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2019-11-29,46.667,-73.149,930fd7aa-3ced-48da-b96c-998e6c8413f2,2019,40.32755461511667,5.0,81741,2,1,2012-07-26,32,2012,2682.0,7.347945205479452,1,1.0,4.354958985831469,0.1360924683072334,0.03294021960146401,1.032940219601464,1.1690326879086974,1.0,162.0,32.0
administrative,single,university degree,0.0,1.0,0.0,cellular,281,3,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2018-03-09,24.484,-96.363,9e71c7c5-5abd-4414-8ec2-fd3e50b22748,2018,29.0,5.0,80407,1,2,2012-11-19,12,2012,1936.0,5.304109589041096,0,0.3548387096774194,2.2623966942148757,0.5655991735537189,0.0571370475803172,0.41197575725773655,0.9775749308114554,3.0,93.66666666666667,4.0
administrative,single,university degree,0.0,0.0,1.0,cellular,139,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-01-23,37.793,-124.391,2850a07a-1e9f-401b-9034-2d9088e399b1,2016,36.0,5.0,121521,2,0,2012-03-07,11,2012,1417.0,3.882191780821918,0,0.3225806451612903,2.8334509527170075,0.2575864502470007,0.028263521756811714,0.35084416691810205,0.6084306171651028,1.0,139.0,11.0
technical,divorced,high school,0.0,0.0,1.0,cellular,481,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-06-06,48.323,-75.499,80ff2c9c-273e-41b5-bfa1-1536a26e848d,2016,39.0,5.0,135446,2,2,2012-08-06,2,2012,1400.0,3.835616438356164,0,0.03225806451612903,0.5214285714285715,0.26071428571428573,0.0978039853599024,0.13006204987603143,0.39077633559031716,1.0,481.0,2.0
manual,married,basic 9y,,1.0,0.0,cellular,101,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-03-25,35.348,-96.14,f2f7576d-766b-4c24-bcd3-5123db6e771a,2017,44.0,5.0,142872,2,1,2012-10-14,21,2012,1623.0,4.446575342465754,0,0.6451612903225806,4.7227356746765246,0.2248921749845964,0.020536803578690525,0.6656980939012711,0.8905902688858676,1.0,101.0,21.0
technical,married,high school,,0.0,1.0,cellular,205,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2015-07-04,35.496,-74.122,57ffa679-eb3d-430e-b6dd-aa885ae23693,2015,31.0,5.0,97244,2,0,2012-08-01,21,2012,1067.0,2.9232876712328766,0,0.6451612903225806,7.183692596063731,0.3420805998125586,0.04168361122407483,0.6868449015466555,1.028925501359214,1.0,205.0,21.0
administrative,single,university degree,0.0,0.0,1.0,cellular,65,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-01-03,39.953,-81.981,d8ad12d6-231d-4565-9bcb-76d50d4c0089,2017,29.0,3.4631217494441535,132249,0,0,2012-02-19,4,2012,1780.0,4.876712328767123,0,0.0967741935483871,0.8202247191011236,0.2050561797752809,0.013216754778365189,0.10999094832675228,0.31504712810203317,1.0,65.0,4.0
manual,married,basic 4y,0.0,1.0,0.0,cellular,311,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2015-02-15,32.811,-77.334,0bd201ff-2b66-4f48-b2a8-4a432851c5f6,2015,44.0,5.0,70153,0,2,2012-08-04,31,2012,925.0,2.5342465753424657,1,0.967741935483871,12.232432432432432,0.3945945945945946,0.06323708824725498,1.030979023731126,1.4255736183257206,1.0,311.0,31.0
technical,single,university degree,0.0,0.0,0.0,cellular,186,2,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-08-13,29.338,-69.915,25d42f24-7eae-454a-baac-44f69b707704,2017,41.0,5.0,87748,0,2,2012-05-06,7,2012,1925.0,5.273972602739726,0,0.1935483870967742,1.3272727272727272,0.3792207792207792,0.037820252135014235,0.2313686392317884,0.6105894184525675,2.0,93.0,3.5
administrative,single,high school,0.0,1.0,0.0,cellular,66,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-03-03,37.306,-91.791,ab4bc75e-15ae-49bb-b1a7-c3029c36726b,2016,43.0,3.6955368031340408,47813,1,2,2012-01-15,14,2012,1509.0,4.134246575342465,0,0.41935483870967744,3.386348575215375,0.2418820410868125,0.013420089467263115,0.4327749281769406,0.6746569692637531,1.0,66.0,14.0
technical,married,professional course,0.0,1.0,1.0,cellular,137,4,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2015-09-08,47.122,-89.275,493c1491-8acb-40eb-a95c-354e6ba0f044,2015,51.0,5.0,29393,2,1,2012-03-12,29,2012,1275.0,3.493150684931507,1,0.9032258064516129,8.301960784313724,1.1450980392156862,0.027856852379015862,0.9310826588306287,2.076180698046315,4.0,34.25,7.25
technical,single,high school,0.0,0.0,0.0,cellular,91,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2019-07-28,44.551,-113.2,5129a6a8-6562-4556-aac4-5c950a480b3a,2019,29.0,5.0,159128,1,2,2012-03-02,18,2012,2704.0,7.4082191780821915,0,0.5483870967741935,2.429733727810651,0.13498520710059173,0.018503456689711265,0.5668905534639048,0.7018757605644965,1.0,91.0,18.0
administrative,married,high school,0.0,0.0,0.0,cellular,544,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2015-03-07,27.39,-100.945,0d8445a0-9e87-4bdd-949b-2452ab196b25,2015,26.0,3.413318523653463,115688,1,2,2012-10-12,26,2012,876.0,2.4,1,0.8064516129032258,10.833333333333334,0.4166666666666667,0.11061407076047174,0.9170656836636975,1.3337323503303642,1.0,544.0,26.0
management,married,basic 9y,0.0,1.0,0.0,cellular,129,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-11-03,43.574,-104.89,f6784e9e-9fdf-4616-81aa-3ac56bc53bf4,2016,50.0,3.8117443299789846,159833,0,2,2012-07-31,25,2012,1556.0,4.263013698630137,0,0.7741935483870968,5.864395886889461,0.23457583547557842,0.026230174867832454,0.8004237232549292,1.0349995587305076,1.0,129.0,25.0
management,single,university degree,,1.0,0.0,cellular,211,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2015-08-21,41.076,-96.453,406d776b-391a-4999-ac18-5c544d2cfcd7,2015,35.0,5.0,143505,0,1,2012-05-30,2,2012,1178.0,3.2273972602739724,0,0.03225806451612903,0.6196943972835315,0.30984719864176574,0.04290361935746238,0.07516168387359141,0.38500888251535714,1.0,211.0,2.0
technical,single,university degree,0.0,1.0,1.0,cellular,78,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2015-04-20,29.717,-92.757,ea7ba3b1-9dc8-4c8c-a2a1-9f19710db3c4,2015,41.0,3.6623346526069143,61361,0,0,2012-04-29,6,2012,1086.0,2.9753424657534246,0,0.16129032258064516,2.016574585635359,0.3360957642725598,0.015860105734038225,0.1771504283146834,0.5132461925872432,1.0,78.0,6.0
management,single,high school,0.0,0.0,0.0,cellular,67,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-11-24,46.544,-87.21,0be0ddf5-8ace-4ea5-bb24-1dd90223acf8,2017,39.559022496750885,3.638412876622374,16440,0,0,2012-03-11,28,2012,2084.0,5.7095890410958905,1,0.8709677419354839,4.904030710172744,0.1751439539347409,0.013623424156161041,0.8845911660916449,1.0597351200263858,1.0,67.0,28.0
management,single,high school,0.0,0.0,0.0,cellular,71,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-10-02,40.082,-110.854,5b756ff0-c14f-488b-af11-91fa9fa8f1ae,2017,40.32755461511667,5.0,155830,0,0,2012-09-24,10,2012,1834.0,5.024657534246575,0,0.2903225806451613,1.990185387131952,0.1990185387131952,0.014436762911752745,0.30475934355691403,0.5037778822701092,1.0,71.0,10.0
manual,single,basic 6y,0.0,0.0,0.0,cellular,326,1,999,0,nonexistent,1.4,93.57305838369116,-42.7,5228,no,2018-11-24,47.627,-91.455,22164378-a8c1-46e1-bf0a-e88f6862a233,2018,27.0,5.0,10934,2,1,2012-12-08,13,2012,2177.0,5.964383561643835,0,0.3870967741935484,2.1796049609554435,0.16766192007349565,0.06628710858072387,0.4533838827742722,0.6210458028477679,1.0,326.0,13.0
management,single,high school,0.0,1.0,0.0,telephone,70,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-04-09,32.201,-69.293,1535530d-0bf1-4b70-ac76-98425dc28538,2017,41.0,5.0,163924,0,1,2012-11-13,4,2012,1608.0,4.405479452054794,0,0.0967741935483871,0.9079601990049752,0.2269900497512438,0.014233428222854819,0.11100762177124192,0.3379976715224857,1.0,70.0,4.0
management,married,university degree,,0.0,0.0,cellular,58,2,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2018-09-30,45.064,-95.221,854eb3fe-d396-4dcf-add3-858f0424bd1a,2018,55.0,3.8947497062968015,51832,1,0,2012-10-10,26,2012,2181.0,5.975342465753425,1,0.8064516129032258,4.351215038972948,0.33470884915176524,0.011793411956079707,0.8182450248593055,1.1529538740110707,2.0,29.0,13.0
manual,married,basic 6y,0.0,0.0,0.0,cellular,130,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2017-11-30,47.829,-89.674,732d3fd2-b56d-439c-a5d7-c901f14183fc,2017,46.0,5.0,161794,2,2,2012-09-12,4,2012,1905.0,5.219178082191781,0,0.0967741935483871,0.7664041994750657,0.19160104986876642,0.026433509556730378,0.12320770310511747,0.3148087529738839,1.0,130.0,4.0
manual,married,basic 9y,,0.0,1.0,cellular,76,1,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2015-10-02,38.904,-101.175,1f91f9d4-c744-4b3e-9d02-9124067bcba6,2015,49.0,5.0,73745,1,2,2012-11-10,32,2012,1056.0,2.893150684931507,1,1.0,11.06060606060606,0.3456439393939394,0.015453436356242375,1.0154534363562424,1.3610973757501819,1.0,76.0,32.0
manual,divorced,basic 6y,,1.0,1.0,cellular,97,2,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2018-09-18,35.205,-77.72,c5ac8a77-02d9-4442-9932-d4cf5418ab29,2018,43.0,5.0,36880,0,0,2012-05-20,23,2012,2312.0,6.3342465753424655,0,0.7096774193548387,3.6310553633217997,0.3157439446366782,0.01972346482309882,0.7294008841779376,1.0451448288146157,2.0,48.5,11.5
technical,married,university degree,,0.0,1.0,cellular,459,7,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2016-02-05,31.494,-98.058,69421d67-c3a2-4044-84e7-2133f41a2ef1,2016,59.0,5.0,18531,1,2,2012-08-20,14,2012,1264.0,3.463013698630137,0,0.41935483870967744,4.042721518987342,2.021360759493671,0.09333062220414803,0.5126854609138255,2.5340462204074967,7.0,65.57142857142857,2.0
technical,single,university degree,0.0,0.0,0.0,cellular,196,3,999,0,nonexistent,1.4,93.9,-42.7,5228,no,2019-05-06,26.848,-112.487,f1d71f97-bd18-46a3-86b1-1e627b7063c2,2019,41.0,5.0,136816,0,0,2012-04-17,25,2012,2575.0,7.054794520547945,0,0.7741935483870968,3.5436893203883493,0.42524271844660194,0.03985359902399349,0.8140471474110902,1.239289865857692,3.0,65.33333333333333,8.333333333333334
